
                              Ïðîòîêîë èçìåðåíèÿ
                        ïðèáîðîì ÈÒ-6 îò 15.09.2024

Âðåìÿ   	Ò1,°C	Ì1 Ê1	Ì1 Ê2	Ì1 Ê3	Ì1 Ê4	Ì1 Ê5	Ì1 Ê6	Ì1 Ê7	Ì1 Ê8	Ì1 Ê9	Ì1 Ê10	Ì1 Ê11	Ì1 Ê12	Ì1 Ê13	Ì1 Ê14	Ì1 Ê15	Ì1 Ê16	
        		°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	
        		(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	
08:21:18	-14,9	-1,180	-0,966	-0,810	-3,004	-1,383	-0,604	-2,605	-0,897	-0,636	-0,612	-0,520	-0,819	-6,803	-2,786	-0,887	-2,920	
08:22:18	-14,6	-1,176	-0,989	-0,792	-3,008	-1,399	-0,612	-2,592	-0,886	-0,551	-0,525	-0,443	-0,761	-6,698	-2,740	-0,858	-2,936	
08:23:18	-14,3	-1,108	-0,942	-0,737	-2,933	-1,368	-0,571	-2,598	-0,818	-0,461	-0,442	-0,350	-0,663	-6,590	-2,668	-0,799	-2,879	
08:24:18	-14,0	-1,031	-0,890	-0,684	-2,893	-1,312	-0,558	-2,532	-0,753	-0,355	-0,357	-0,279	-0,603	-6,497	-2,631	-0,771	-2,788	
08:25:18	-13,7	-0,463	-0,479	-0,302	-2,589	-1,044	-0,275	-2,244	-0,436	-0,212	-0,173	-0,134	-0,464	-6,320	-2,443	-0,469	-2,379	
08:26:18	-13,6	0,538	0,353	0,472	-1,946	-0,429	0,306	-1,665	0,182	0,097	0,089	0,127	-0,235	-5,984	-2,050	0,051	-1,751	
08:27:18	-13,8	1,285	1,009	1,090	-1,402	0,071	0,790	-1,190	0,674	0,283	0,327	0,251	-0,056	-5,712	-1,734	0,456	-1,244	
08:28:18	-14,1	1,708	1,438	1,484	-1,016	0,437	1,117	-0,899	0,960	0,341	0,358	0,305	0,024	-5,593	-1,566	0,733	-0,973	
08:29:18	-14,5	1,925	1,664	1,712	-0,813	0,600	1,259	-0,741	1,127	0,316	0,325	0,289	-0,009	-5,624	-1,517	0,818	-0,818	
08:30:18	-14,9	1,863	1,627	1,675	-0,790	0,587	1,245	-0,757	1,056	0,205	0,226	0,205	-0,069	-5,755	-1,564	0,755	-0,947	
08:31:18	-15,3	0,920	0,945	1,016	-1,359	0,107	0,797	-1,190	0,522	-0,119	-0,119	-0,082	-0,350	-6,125	-1,939	0,282	-1,558	
08:32:18	-15,4	-0,017	0,193	0,315	-1,960	-0,462	0,258	-1,777	-0,064	-0,402	-0,414	-0,369	-0,615	-6,551	-2,329	-0,216	-2,173	
08:33:18	-15,4	-0,663	-0,441	-0,283	-2,500	-0,959	-0,186	-2,217	-0,523	-0,580	-0,584	-0,484	-0,774	-6,758	-2,599	-0,611	-2,650	
08:34:18	-15,2	-1,123	-0,870	-0,689	-2,840	-1,285	-0,516	-2,544	-0,812	-0,641	-0,647	-0,548	-0,824	-6,842	-2,777	-0,841	-2,894	
08:35:18	-14,9	-1,209	-0,992	-0,797	-2,983	-1,385	-0,629	-2,605	-0,906	-0,609	-0,596	-0,496	-0,831	-6,800	-2,776	-0,903	-2,960	
08:36:18	-14,5	-1,142	-0,954	-0,772	-2,973	-1,386	-0,616	-2,596	-0,870	-0,488	-0,491	-0,404	-0,718	-6,686	-2,741	-0,839	-2,949	
08:37:18	-14,2	-1,058	-0,942	-0,728	-2,913	-1,362	-0,574	-2,557	-0,827	-0,431	-0,407	-0,320	-0,686	-6,599	-2,684	-0,798	-2,877	
08:38:18	-13,9	-0,973	-0,841	-0,670	-2,895	-1,306	-0,544	-2,519	-0,769	-0,349	-0,331	-0,268	-0,585	-6,484	-2,612	-0,752	-2,778	
08:39:18	-13,7	-0,302	-0,365	-0,198	-2,488	-0,948	-0,187	-2,173	-0,342	-0,150	-0,121	-0,080	-0,449	-6,266	-2,377	-0,396	-2,326	
08:40:18	-13,6	0,676	0,471	0,581	-1,829	-0,321	0,380	-1,596	0,272	0,113	0,153	0,158	-0,180	-5,918	-1,986	0,129	-1,667	
08:41:18	-13,8	1,364	1,089	1,160	-1,316	0,150	0,829	-1,171	0,734	0,280	0,314	0,266	-0,058	-5,692	-1,724	0,501	-1,240	
08:42:18	-14,1	1,744	1,467	1,539	-0,968	0,446	1,131	-0,875	0,991	0,322	0,356	0,298	-0,015	-5,626	-1,571	0,733	-0,944	
08:43:18	-14,5	1,966	1,689	1,727	-0,779	0,623	1,301	-0,690	1,130	0,293	0,328	0,280	-0,023	-5,648	-1,513	0,823	-0,842	
08:44:18	-15,0	1,793	1,629	1,622	-0,832	0,570	1,246	-0,777	1,036	0,134	0,188	0,165	-0,114	-5,818	-1,613	0,697	-1,021	
08:45:18	-15,3	0,876	0,905	0,969	-1,390	0,047	0,749	-1,258	0,471	-0,167	-0,134	-0,107	-0,404	-6,191	-1,956	0,215	-1,659	
08:46:18	-15,5	-0,039	0,158	0,260	-2,007	-0,494	0,220	-1,823	-0,128	-0,429	-0,429	-0,341	-0,628	-6,610	-2,332	-0,294	-2,233	
08:47:18	-15,4	-0,725	-0,473	-0,328	-2,509	-0,986	-0,253	-2,253	-0,561	-0,616	-0,589	-0,540	-0,810	-6,801	-2,640	-0,636	-2,677	
08:48:18	-15,2	-1,128	-0,853	-0,675	-2,861	-1,283	-0,530	-2,532	-0,838	-0,651	-0,654	-0,538	-0,868	-6,836	-2,781	-0,869	-2,929	
08:49:18	-14,9	-1,166	-0,976	-0,782	-2,967	-1,394	-0,599	-2,637	-0,889	-0,591	-0,575	-0,507	-0,808	-6,820	-2,783	-0,858	-2,971	
08:50:18	-14,6	-1,123	-0,961	-0,773	-2,970	-1,404	-0,597	-2,595	-0,869	-0,517	-0,512	-0,423	-0,741	-6,675	-2,743	-0,850	-2,944	
08:51:18	-14,2	-1,076	-0,940	-0,717	-2,956	-1,360	-0,594	-2,563	-0,826	-0,414	-0,411	-0,333	-0,686	-6,600	-2,700	-0,797	-2,872	
08:52:18	-13,9	-1,034	-0,881	-0,678	-2,900	-1,330	-0,554	-2,536	-0,750	-0,358	-0,368	-0,281	-0,611	-6,498	-2,636	-0,739	-2,850	
08:53:18	-13,7	-0,483	-0,462	-0,316	-2,598	-1,047	-0,264	-2,253	-0,435	-0,200	-0,177	-0,145	-0,465	-6,310	-2,442	-0,485	-2,451	
08:54:18	-13,6	0,529	0,344	0,462	-1,951	-0,455	0,321	-1,700	0,154	0,073	0,093	0,115	-0,243	-5,974	-2,058	0,063	-1,801	
08:55:18	-13,7	1,260	1,004	1,089	-1,376	0,080	0,786	-1,196	0,658	0,261	0,293	0,245	-0,083	-5,728	-1,774	0,437	-1,315	
08:56:18	-14,0	1,671	1,430	1,463	-1,012	0,406	1,092	-0,906	0,966	0,304	0,349	0,279	-0,029	-5,625	-1,586	0,685	-1,046	
08:57:18	-14,5	1,929	1,645	1,681	-0,841	0,611	1,265	-0,731	1,094	0,284	0,302	0,257	-0,020	-5,661	-1,559	0,786	-0,894	
08:58:18	-14,9	1,906	1,660	1,687	-0,810	0,599	1,293	-0,746	1,065	0,158	0,207	0,175	-0,084	-5,776	-1,582	0,741	-0,993	
08:59:18	-15,3	1,025	1,032	1,073	-1,280	0,139	0,859	-1,181	0,559	-0,103	-0,090	-0,087	-0,344	-6,166	-1,928	0,297	-1,568	
09:00:18	-15,4	0,098	0,261	0,376	-1,926	-0,419	0,302	-1,735	-0,018	-0,406	-0,398	-0,323	-0,610	-6,557	-2,321	-0,216	-2,156	
09:01:18	-15,4	-0,616	-0,392	-0,233	-2,419	-0,904	-0,170	-2,198	-0,484	-0,610	-0,585	-0,509	-0,784	-6,784	-2,591	-0,607	-2,622	
09:02:18	-15,2	-1,069	-0,835	-0,639	-2,821	-1,241	-0,464	-2,510	-0,797	-0,664	-0,636	-0,558	-0,852	-6,862	-2,761	-0,843	-2,940	
09:03:18	-14,9	-1,175	-0,962	-0,781	-2,945	-1,381	-0,600	-2,603	-0,890	-0,607	-0,613	-0,509	-0,829	-6,820	-2,800	-0,893	-2,990	
09:04:18	-14,6	-1,146	-0,958	-0,769	-2,967	-1,396	-0,623	-2,609	-0,870	-0,531	-0,523	-0,424	-0,759	-6,742	-2,775	-0,869	-2,975	
09:05:18	-14,3	-1,088	-0,921	-0,744	-2,956	-1,365	-0,588	-2,573	-0,819	-0,437	-0,440	-0,364	-0,665	-6,607	-2,723	-0,805	-2,896	
09:06:18	-14,0	-1,014	-0,867	-0,731	-2,908	-1,346	-0,528	-2,539	-0,762	-0,371	-0,376	-0,299	-0,605	-6,508	-2,661	-0,772	-2,857	
09:07:18	-13,7	-0,581	-0,538	-0,397	-2,658	-1,073	-0,326	-2,316	-0,490	-0,251	-0,208	-0,192	-0,486	-6,348	-2,481	-0,512	-2,540	
09:08:18	-13,6	0,429	0,243	0,383	-1,986	-0,517	0,227	-1,759	0,109	0,063	0,074	0,061	-0,261	-6,056	-2,118	-0,064	-1,881	
09:09:18	-13,7	1,194	0,927	1,035	-1,420	0,030	0,712	-1,258	0,605	0,248	0,281	0,233	-0,099	-5,746	-1,784	0,391	-1,381	
09:10:18	-14,0	1,630	1,384	1,418	-1,067	0,391	1,082	-0,916	0,927	0,308	0,344	0,303	-0,009	-5,654	-1,630	0,638	-1,070	
09:11:18	-14,4	1,863	1,626	1,652	-0,847	0,564	1,230	-0,755	1,083	0,289	0,333	0,296	-0,021	-5,671	-1,555	0,760	-0,928	
09:12:18	-14,8	1,872	1,638	1,692	-0,788	0,592	1,264	-0,769	1,092	0,189	0,230	0,219	-0,109	-5,769	-1,576	0,745	-1,025	
09:13:19	-15,2	1,016	1,017	1,094	-1,289	0,148	0,834	-1,195	0,558	-0,090	-0,098	-0,060	-0,370	-6,152	-1,948	0,290	-1,566	
09:14:18	-15,4	0,118	0,243	0,377	-1,910	-0,428	0,293	-1,727	-0,033	-0,394	-0,403	-0,306	-0,623	-6,561	-2,308	-0,190	-2,198	
09:15:19	-15,4	-0,623	-0,370	-0,243	-2,419	-0,921	-0,163	-2,199	-0,483	-0,578	-0,573	-0,505	-0,804	-6,781	-2,586	-0,593	-2,637	
09:16:19	-15,2	-1,051	-0,837	-0,647	-2,796	-1,243	-0,482	-2,488	-0,803	-0,663	-0,641	-0,537	-0,850	-6,859	-2,766	-0,824	-2,946	
09:17:19	-14,9	-1,160	-0,952	-0,781	-2,949	-1,375	-0,602	-2,601	-0,884	-0,620	-0,598	-0,488	-0,814	-6,812	-2,794	-0,859	-3,022	
09:18:19	-14,5	-1,119	-0,950	-0,771	-2,969	-1,380	-0,610	-2,623	-0,869	-0,519	-0,497	-0,439	-0,753	-6,700	-2,742	-0,848	-2,965	
09:19:19	-14,2	-1,057	-0,904	-0,734	-2,927	-1,361	-0,590	-2,583	-0,798	-0,438	-0,425	-0,327	-0,645	-6,607	-2,701	-0,785	-2,911	
09:20:19	-13,9	-0,994	-0,864	-0,694	-2,877	-1,313	-0,527	-2,512	-0,743	-0,360	-0,332	-0,260	-0,616	-6,505	-2,669	-0,725	-2,835	
09:21:19	-13,7	-0,345	-0,373	-0,212	-2,526	-0,963	-0,202	-2,187	-0,384	-0,181	-0,170	-0,128	-0,427	-6,311	-2,405	-0,395	-2,398	
09:22:19	-13,6	0,614	0,412	0,557	-1,862	-0,381	0,364	-1,622	0,253	0,084	0,113	0,113	-0,225	-5,973	-2,045	0,066	-1,789	
09:23:19	-13,8	1,316	1,063	1,108	-1,317	0,128	0,835	-1,165	0,700	0,274	0,285	0,252	-0,064	-5,738	-1,764	0,436	-1,310	
09:24:19	-14,1	1,737	1,453	1,505	-0,985	0,413	1,110	-0,878	0,982	0,317	0,329	0,302	-0,036	-5,661	-1,607	0,685	-1,078	
09:25:19	-14,5	1,940	1,670	1,658	-0,797	0,587	1,252	-0,752	1,129	0,258	0,298	0,275	-0,038	-5,690	-1,555	0,785	-0,946	
09:26:19	-14,9	1,713	1,555	1,567	-0,894	0,506	1,186	-0,818	0,954	0,135	0,152	0,142	-0,143	-5,862	-1,669	0,660	-1,139	
09:27:19	-15,3	0,781	0,837	0,896	-1,454	0,008	0,707	-1,329	0,416	-0,184	-0,168	-0,130	-0,419	-6,273	-2,051	0,149	-1,782	
09:28:19	-15,4	-0,089	0,091	0,189	-2,065	-0,566	0,186	-1,883	-0,162	-0,445	-0,411	-0,356	-0,665	-6,639	-2,403	-0,294	-2,331	
09:29:19	-15,3	-0,746	-0,521	-0,355	-2,557	-1,014	-0,251	-2,274	-0,601	-0,610	-0,585	-0,536	-0,802	-6,841	-2,650	-0,640	-2,745	
09:30:19	-15,1	-1,121	-0,865	-0,694	-2,838	-1,292	-0,519	-2,529	-0,838	-0,658	-0,633	-0,547	-0,822	-6,849	-2,769	-0,841	-2,946	
09:31:19	-14,8	-1,151	-0,964	-0,773	-2,950	-1,372	-0,617	-2,599	-0,878	-0,597	-0,553	-0,484	-0,800	-6,808	-2,775	-0,843	-3,009	
09:32:19	-14,5	-1,109	-0,915	-0,797	-2,960	-1,394	-0,605	-2,578	-0,842	-0,490	-0,487	-0,401	-0,736	-6,697	-2,735	-0,814	-2,960	
09:33:19	-14,2	-1,068	-0,893	-0,732	-2,918	-1,366	-0,565	-2,590	-0,812	-0,413	-0,378	-0,325	-0,675	-6,587	-2,697	-0,804	-2,932	
09:34:19	-13,9	-0,928	-0,802	-0,642	-2,866	-1,296	-0,502	-2,481	-0,716	-0,325	-0,311	-0,255	-0,591	-6,482	-2,636	-0,696	-2,822	
09:35:19	-13,6	-0,233	-0,280	-0,128	-2,434	-0,897	-0,135	-2,137	-0,285	-0,133	-0,129	-0,083	-0,411	-6,234	-2,370	-0,346	-2,316	
09:36:19	-13,6	0,738	0,522	0,631	-1,782	-0,313	0,435	-1,588	0,304	0,128	0,159	0,123	-0,201	-5,953	-1,992	0,151	-1,713	
09:37:19	-13,8	1,380	1,134	1,191	-1,265	0,139	0,841	-1,140	0,734	0,260	0,300	0,239	-0,084	-5,724	-1,780	0,511	-1,286	
09:38:19	-14,1	1,753	1,482	1,523	-0,956	0,469	1,135	-0,865	1,013	0,304	0,315	0,294	-0,006	-5,664	-1,586	0,702	-1,059	
09:39:19	-14,5	1,958	1,666	1,681	-0,836	0,604	1,262	-0,758	1,091	0,238	0,302	0,274	-0,063	-5,717	-1,549	0,779	-0,947	
09:40:19	-15,0	1,684	1,535	1,535	-0,904	0,473	1,176	-0,865	0,944	0,100	0,148	0,125	-0,180	-5,880	-1,693	0,614	-1,167	
